response,empathy_score
"Thank you for sharing so far. Have you, in the near past, gave protocol 6 a try and discovered that it reignited emotions you couldn't manage as a result of distant events?",strong
"I am sorry you feel that way, may I ask some questions to better understand your situation?",strong
Do you see yourself as someone who is meant to save others?,no
Are you currently going through some difficult life challenge? (Maybe a fight with a loved one?),weak
Are you experiencing a personal crisis at the moment (difiiculties with loved ones e.g. troubled friendships)?,weak
Are you trying to control someone by any chance?,no
Have you perhaps felt or expressed strong feelings of:,weak
Would you say the event was recent or distant?,no
Do you always put a blame on yourself when things go wrong?,no
It is completely understandable that you feel this way. Would you mind if I asked a couple of questions so that I can offer more help with your situation?,strong
