response,empathy_score
Have you had any strong feelings or expression on any of the following emotions towards someone:,0
Is what you are experiencing related to your social or family circle?,1
Do you see yourself as someone who puts the blame on someone else because of how you feel?,0
How do you feel after trying protocol 6? Does it let you rethink about old events and come to unmanageable emotions?,1
Would you consider this to be a recent or distant event (events)?,0
Are you currently going through a tough time in your personal life? ,0
"Do you usually think that you are the victim, and blame someone else for your negative feelings?",0
Did you try protocol 6 and end up feeling worse?,0
Are you currently going through something difficult in your life at the moment?,0
Did you try to apply the protocol 6 and did it make you feel worse emotions from past events?,1
"Have you considered, in other conversations, touching on other points of view presented?",0
Do you think it is your responsibility to save other people?,0
That is wonderful news. Have a look at a protocol you can attempt.,1
And was this event recent or something that happened in the past? ,0
Did anything bad happen with between you and someone you are close with recently?,0
Do you often blame yourself and accuse yourself when something goes unpredicted?,0
Was there an event/s recently or in the past that makes you feel like this?,0
Do you believe this was caused by a recent or distant event?,0
